Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Cover_Type
3314,168,25,700,44,3988,230,240,126,1566,2
2358,93,19,404,107,469,246,207,81,872,6
2967,312,21,450,135,451,158,219,199,1265,2
2751,61,6,60,5,2333,225,228,137,1530,2
3193,101,21,295,33,5321,250,206,74,2828,2
3191,5,15,95,3,3072,199,209,145,3969,1
3189,92,5,212,8,5516,229,231,137,2602,1
2599,201,8,309,63,2568,217,247,165,646,3
2951,44,16,644,115,1589,222,203,111,2851,2
3097,49,9,67,0,5155,224,221,131,90,2
3230,26,13,430,6,4186,213,211,131,607,1
2779,121,18,330,147,360,248,222,94,509,5
2616,68,7,366,65,808,227,226,133,722,2
3128,283,12,170,0,1254,187,241,193,1781,2
2978,115,7,417,105,5766,232,233,134,4371,2
2937,349,12,234,24,3757,198,220,161,4432,2
3101,10,21,474,44,1357,193,193,132,2028,1
2847,28,11,150,6,2992,216,216,135,4387,2
3255,10,11,134,9,4290,209,219,147,1663,1
2699,128,11,0,0,2468,238,233,124,2227,2
3018,185,9,509,-38,5692,222,246,158,2947,1
2896,150,9,360,-42,5403,233,240,138,3901,2
3211,20,12,210,3,2616,212,215,139,1307,1
3103,142,13,60,-15,6265,239,237,125,2297,1
2564,90,7,547,61,1144,231,229,132,1463,2
3014,114,8,85,6,1008,233,233,131,2802,1
3388,283,13,170,11,4995,183,240,197,3844,7
3073,113,12,127,23,3684,240,228,116,2854,1
3213,40,18,150,23,5655,218,197,107,1339,2
3250,57,11,127,26,2820,228,216,120,2484,1
2904,358,9,42,4,3078,207,224,155,2161,1
2416,260,19,85,10,485,170,247,213,350,6
3258,287,5,430,24,258,206,240,172,900,2
3024,71,9,443,4,1621,230,223,126,1337,2
2865,17,5,342,56,2295,216,229,151,2021,2
3018,45,17,430,109,4458,222,201,107,4415,1
2971,298,16,150,31,3223,173,232,199,1276,1
3256,156,11,553,53,1528,233,241,139,1429,2
3080,340,5,162,11,2173,210,233,162,2285,2
2978,37,14,218,33,4441,219,207,121,1848,2
3201,205,10,426,81,5939,215,249,169,3180,2
2616,4,14,454,129,720,201,212,148,987,3
3024,262,11,268,52,2340,192,246,192,1060,2
2858,3,17,30,10,5419,195,206,146,649,2
2851,43,15,277,53,3181,221,205,115,391,2
3125,30,14,67,1,2966,215,208,126,3215,2
2600,31,7,0,0,1445,218,225,143,1053,6
2855,75,9,400,54,2627,232,223,123,2722,2
2887,18,12,134,8,1981,211,215,139,1964,2
3357,157,19,240,45,1401,238,239,123,2948,1
2891,185,8,451,27,1974,222,246,158,883,2
3439,139,18,524,70,2674,244,231,109,1674,1
3250,53,14,0,0,2163,227,209,112,210,7
3283,115,20,402,102,4110,250,216,84,1064,1
3263,286,19,218,68,4970,165,236,210,1273,2
2708,47,9,150,-2,2038,223,220,131,2643,2
3183,4,16,408,104,1146,197,207,145,1622,1
2835,189,17,509,99,1374,218,251,160,696,2
2606,96,2,300,58,1140,223,236,149,351,2
3080,349,6,134,20,2510,209,230,159,1976,2
3036,215,4,342,105,5944,216,243,164,1717,1
3187,97,9,339,39,5736,236,227,122,1812,1
3183,82,12,175,24,1956,236,219,113,1905,1
3085,294,8,420,31,2512,197,238,181,2047,2
3113,43,8,42,-10,994,222,222,136,553,1
3089,133,17,108,23,1652,245,229,106,2508,2
3150,137,20,376,72,297,246,228,102,3589,2
3142,94,10,242,34,5439,236,226,120,969,2
3045,164,13,124,-2,2259,231,244,141,3415,2
3168,36,6,192,26,3089,220,226,142,4380,1
2678,118,12,360,-4,755,241,229,116,1660,2
2838,66,13,162,42,671,232,214,111,845,2
3017,28,10,371,50,474,216,217,136,492,2
2820,110,15,408,90,3150,244,223,104,2716,2
3229,167,12,42,4,2885,230,244,144,666,1
2761,158,9,30,4,2107,230,242,144,3006,2
3138,75,16,390,56,1890,238,209,98,3237,1
3190,30,19,30,-13,2866,211,194,113,2542,1
2784,21,18,301,79,361,206,199,126,2483,2
2653,58,9,350,25,395,227,222,129,1786,2
3158,339,4,285,14,5949,211,234,161,972,1
3126,49,16,660,-48,4123,225,203,108,4204,1
3047,213,10,779,43,6017,212,249,173,3941,2
2846,40,11,258,47,1310,221,216,128,2197,2
2757,51,6,0,0,1583,223,227,139,1339,1
3190,90,6,60,-4,3691,229,231,136,3118,1
2958,65,10,300,21,3624,230,221,123,2236,2
2977,244,6,655,-57,1471,208,245,175,1682,2
3235,82,7,541,87,6004,230,228,130,1834,1
2346,303,19,127,52,890,164,227,202,598,3
3017,99,11,60,-7,2581,239,224,114,2082,2
3135,203,16,216,30,2042,210,253,173,658,1
2541,69,8,268,38,900,229,224,128,1383,2
2962,49,14,192,-8,866,225,210,116,1538,1
3174,218,5,190,32,524,214,245,168,2118,2
3180,304,20,150,42,2440,160,225,204,1036,1
2793,77,13,60,11,2258,236,216,110,3274,1
3286,184,16,458,68,4356,222,249,155,2321,1
2778,22,5,0,0,741,217,229,149,2886,2
3084,213,12,443,108,1935,209,251,176,2058,2
2961,68,5,190,-7,2236,225,230,139,1864,1
2796,44,19,67,18,3951,221,195,102,1131,2
2918,204,9,90,9,4214,215,249,168,4330,2
3304,14,9,362,81,3896,212,222,147,1410,1
2781,126,4,255,29,2006,227,237,145,2457,2
2744,72,8,430,27,558,229,226,130,2694,2
3065,77,16,42,6,1947,239,208,95,1806,1
2860,146,5,95,6,4860,228,239,145,4493,2
2738,120,8,365,76,1681,234,234,132,1761,2
3017,103,5,295,17,1689,229,233,138,1784,2
2591,126,15,0,0,1442,244,229,111,1348,2
3288,38,14,300,74,1104,219,209,122,2674,2
3126,173,11,30,4,1308,227,245,149,2081,1
2480,217,33,85,36,234,168,249,198,960,2
3247,198,5,787,72,4198,218,244,161,2506,1
3191,74,7,60,9,4184,229,227,132,3305,1
3218,264,14,30,11,1289,185,246,199,2700,1
3153,25,13,560,136,1691,213,210,132,2624,1
3147,95,13,360,101,313,241,220,106,1456,2
2703,102,20,175,70,2382,249,209,80,2352,3
3120,27,3,234,12,2287,218,232,151,2349,1
3266,126,21,350,68,1532,250,220,87,1284,1
3082,150,8,30,1,4677,231,240,141,1266,1
3524,64,7,426,110,2871,227,226,133,1836,1
3376,38,17,607,27,3529,218,202,114,1681,7
3067,281,15,421,-53,1940,177,240,203,1939,2
2979,135,2,270,6,2555,223,238,151,2018,2
2706,38,15,42,10,1024,218,205,118,1798,2
3168,17,9,150,16,4555,213,221,145,3174,1
3425,69,25,552,140,2058,237,183,64,1610,1
2557,59,13,210,29,499,230,211,112,1429,6
2907,130,16,67,5,3277,245,229,107,1814,2
2674,148,21,212,25,1500,243,233,110,765,2
3198,297,14,60,15,2230,180,235,195,543,1
2642,143,17,256,88,541,242,234,114,1746,2
2892,143,14,0,0,1020,239,236,123,1806,2
3007,295,11,524,-27,1682,189,237,188,2006,2
3132,90,15,268,55,3500,242,215,99,3065,2
3184,53,15,0,0,1703,227,207,109,400,7
3408,106,10,30,-4,1884,237,228,122,3226,1
3087,120,7,127,11,2486,232,235,136,1964,1
2773,103,9,175,14,1024,235,229,125,2440,2
3209,27,6,108,10,5798,217,226,145,799,1
2730,162,27,270,115,1830,234,234,112,1360,2
2732,206,21,108,33,872,203,254,178,1978,5
3160,323,17,192,59,1180,175,221,184,2132,1
3382,347,13,618,43,1374,196,219,162,1412,7
2691,209,30,240,-44,984,183,251,186,745,2
2839,172,13,210,38,2742,228,246,148,2522,2
2956,326,21,180,69,1907,164,212,185,2733,2
3307,298,13,95,37,5900,184,235,191,510,1
2998,339,22,150,-27,750,166,201,170,1130,1
2678,49,16,108,29,1590,225,204,109,457,1
3100,285,8,30,-4,1273,198,240,182,1617,1
2612,287,17,30,-7,1370,169,236,207,904,2
3211,336,20,547,78,3840,171,208,174,1706,1
3268,67,5,150,17,836,226,229,138,2254,1
3020,250,13,134,21,1812,191,249,196,1448,1
2919,180,1,350,13,4673,219,239,157,4752,2
2834,323,17,430,93,1900,176,221,184,957,5
3182,300,5,162,39,2858,205,238,172,1047,2
3272,15,8,90,17,3345,213,223,147,1974,1
2929,56,19,323,140,3662,229,196,93,2520,2
2980,37,12,90,8,2343,219,212,126,892,2
2914,301,7,30,5,2394,201,237,176,295,2
2938,165,7,671,75,2754,226,242,150,1804,2
3083,330,8,60,7,3594,202,231,168,2136,1
2942,314,20,234,88,6037,161,219,196,4693,2
2895,78,22,553,128,618,242,195,73,1554,2
3162,159,21,594,108,5759,237,239,122,1381,1
3249,24,16,531,104,2334,210,204,127,2466,1
3082,94,13,212,46,2192,240,220,107,1302,1
3153,149,4,212,17,4592,225,239,149,2014,1
2723,57,14,331,-6,2484,229,209,110,2345,2
3221,72,5,268,22,5952,226,230,138,633,1
3160,301,4,175,28,1128,208,238,168,1771,2
3376,304,13,90,12,2271,185,233,188,1567,1
3170,72,13,255,26,3034,234,215,111,2907,2
2803,5,14,319,67,492,201,211,147,2337,2
3316,67,9,379,93,3275,229,222,125,2860,2
3018,126,10,85,11,2890,237,233,126,551,1
3024,338,19,216,32,2524,175,210,171,2195,1
3157,67,12,120,9,5491,232,216,115,2221,2
2572,123,18,85,26,841,248,223,96,3353,2
3262,157,17,421,60,2688,236,240,128,1189,2
2998,162,9,134,-2,5374,229,243,145,1958,1
3258,332,6,402,47,993,207,233,165,2343,2
2947,354,12,60,7,1869,200,218,156,600,1
3095,0,6,30,2,4801,212,229,155,2506,2
2648,117,12,127,37,1822,240,229,118,4794,2
3211,51,6,247,12,4944,223,227,139,2135,1
2848,46,19,190,49,3509,222,195,101,1838,2
3179,5,17,446,92,1584,195,204,143,2089,1
2455,1,15,300,57,470,198,211,150,1136,6
2952,127,7,90,9,1860,232,236,136,2509,2
2717,126,13,270,21,1848,241,231,117,1130,2
2730,349,14,511,88,541,193,216,160,685,2
2852,355,19,216,74,1987,186,204,153,2806,2
3312,163,10,771,98,792,230,243,145,2694,2
2546,16,23,170,71,2251,193,184,121,659,6
2990,58,12,497,2,907,228,214,117,1851,1
2947,30,5,42,6,1867,218,228,146,446,2
3318,63,16,127,36,1974,232,206,101,2675,1
3201,266,11,85,18,2197,192,245,192,484,1
3484,79,22,488,50,2507,243,194,70,2292,1
3290,225,11,120,11,3719,206,250,181,1681,1
3080,61,9,330,-3,5018,227,222,128,1235,1
3102,135,18,190,7,771,245,229,105,1878,1
3103,37,11,150,38,5213,219,215,129,2813,1
3176,112,7,0,0,2821,232,233,133,2561,7
2966,4,7,541,128,1315,211,226,153,2435,2
3034,317,8,150,12,4578,199,233,174,960,2
2549,125,8,0,0,1369,234,235,133,1353,3
3094,11,5,247,52,1786,215,230,152,2110,2
2976,203,14,60,11,1558,212,252,172,499,2
2916,50,8,466,-11,792,224,223,134,2356,2
2640,308,3,201,-6,573,212,237,164,1712,2
3114,266,10,0,0,404,194,245,189,2165,2
3140,77,8,361,38,4696,230,226,129,1929,1
3239,211,17,424,105,679,204,254,181,4842,2
2909,201,6,255,56,3989,218,245,163,3507,2
2749,302,4,313,51,1431,207,238,169,1992,5
2965,59,17,212,62,4510,231,202,98,4764,1
2694,77,5,153,8,1100,227,230,138,2023,2
3132,149,13,124,37,85,237,239,129,2374,1
3394,206,7,90,1,2858,216,247,166,466,7
2788,117,3,190,17,2375,225,236,146,1871,2
2742,150,25,42,17,1387,243,230,102,1448,5
3000,336,6,108,8,4123,207,232,164,690,1
3026,5,9,242,46,1262,209,223,152,2163,2
2786,2,12,60,10,1356,203,216,151,2495,2
2650,77,8,30,1,2066,230,226,129,1980,6
2712,108,2,335,45,1022,223,236,149,1711,2
2581,49,5,361,22,1430,222,229,142,1651,5
3101,72,16,150,-13,981,236,208,98,2227,1
3065,55,20,721,5,1371,228,193,90,2079,1
3138,247,15,426,79,5904,187,250,200,1827,2
3226,266,22,90,11,2184,159,243,220,3220,1
2688,124,18,153,7,2024,247,225,99,677,2
3046,186,6,258,20,743,221,245,158,908,1
2625,195,20,67,17,2051,212,252,167,1323,2
2968,315,11,216,40,3004,190,231,181,1319,2
2346,80,13,30,0,108,237,215,107,812,3
3022,323,14,240,32,335,184,225,180,366,1
3265,42,21,313,12,2730,219,190,98,1298,1
2466,59,15,150,41,1567,230,207,105,379,3
3177,180,13,306,61,2580,224,248,153,3123,2
2968,350,14,180,16,4347,193,215,160,1959,2
2688,63,7,0,0,2382,226,226,134,2148,2
3182,42,6,306,-35,2710,221,227,141,1952,1
2913,164,15,212,-2,5034,232,244,138,4542,2
2795,141,3,0,0,1914,224,238,150,2335,5
3231,300,14,633,13,3615,179,233,194,1284,1
2746,94,12,127,26,1489,238,222,113,2148,2
3290,57,22,170,87,4837,229,189,82,134,1
2753,203,8,30,-8,1550,216,247,166,1060,1
2574,299,19,0,0,1237,165,230,204,1061,1
3373,265,15,242,91,2230,181,246,203,2794,1
3238,111,12,120,-11,4526,241,227,114,2164,1
3085,270,8,60,5,1891,199,243,183,524,1
3240,30,13,366,16,2058,216,211,129,1020,1
3233,142,13,295,52,1812,238,237,126,1398,1
3014,188,9,218,6,5431,221,247,159,1834,2
2987,295,20,67,11,1437,159,230,209,1964,2
2906,224,25,190,110,2601,180,254,201,674,2
3196,11,4,150,-17,2613,216,232,153,2440,1
3165,21,10,616,84,1148,214,219,141,2418,1
2532,212,16,42,4,1150,205,253,180,1382,6
3347,338,16,458,65,2489,183,216,170,1071,1
3644,229,10,210,95,2117,206,249,180,2550,7
2833,73,19,335,-61,342,239,200,84,1865,2
2998,340,17,30,14,1377,181,213,169,1455,2
3052,115,14,127,32,4710,243,226,109,1956,2
3305,83,19,192,33,918,243,204,83,696,1
3240,13,9,120,10,3754,212,222,148,1559,1
3130,9,12,192,21,466,206,216,146,1953,1
2801,318,16,0,0,2518,175,223,187,443,1
2654,326,11,212,37,646,194,228,174,1289,2
2926,19,11,283,13,4669,212,217,141,4086,2
3124,41,17,60,3,2738,219,200,110,1345,1
3068,272,7,234,22,5651,201,243,181,2016,2
2700,74,25,108,13,1570,240,184,59,404,2
2933,122,15,297,67,3589,244,227,107,2643,2
2893,35,14,108,7,5049,218,209,124,4324,2
2919,83,10,175,25,1131,235,222,119,2307,2
3224,47,20,150,25,2155,222,191,95,930,1
2870,333,16,95,13,2563,182,218,175,2294,1
3176,290,7,376,-37,3221,200,239,178,1123,2
3049,120,16,60,-11,1129,246,225,103,1068,1
2903,233,2,30,7,5465,215,241,163,4231,2
3061,53,12,553,119,247,227,214,119,1761,2
3240,301,10,458,14,5383,192,236,183,1783,1
3042,53,7,30,-4,3558,224,225,135,1291,1
2484,29,17,134,41,799,212,201,120,902,2
3073,21,13,319,66,1006,211,212,135,1320,2
3107,309,6,518,53,2337,203,236,172,2221,2
3184,347,21,443,24,1442,176,202,161,2279,1
2787,210,13,95,20,2981,210,252,175,2005,2
2541,76,21,60,25,1513,241,195,74,1698,2
3177,36,22,95,18,2305,212,186,100,1548,1
3135,347,8,547,-59,742,204,227,161,1294,2
2597,230,17,60,20,1626,191,253,196,811,2
2713,172,13,95,32,2349,228,246,147,4794,2
3081,18,5,270,38,365,216,230,151,576,1
2932,225,12,277,26,5760,203,251,184,2549,2
3323,324,7,242,55,3258,203,233,169,1790,1
3102,12,16,134,8,2513,202,205,138,698,1
3083,55,15,85,-4,1798,228,207,108,3021,1
3010,113,13,67,11,5042,242,226,110,3322,2
2566,90,9,210,29,603,235,225,121,524,2
3116,260,12,150,15,5574,191,246,194,2979,2
3290,75,12,210,64,4413,234,217,113,1276,1
3136,243,3,120,13,6342,213,242,166,2397,2
3137,82,7,60,5,2128,230,228,132,2061,1
2909,116,15,323,15,860,245,224,105,2467,2
3241,20,8,319,146,4959,215,224,145,1740,1
3194,80,8,90,-3,1650,231,225,127,1533,2
3139,207,21,234,89,2641,200,254,180,1040,2
3162,140,15,339,49,3606,241,234,119,3214,2
3182,131,13,234,50,3062,241,232,119,3499,1
3042,98,7,201,-4,3722,231,231,132,2016,2
2891,116,7,30,3,663,233,233,133,2601,2
3221,60,8,612,49,4213,226,224,132,1890,1
3302,204,17,631,100,2670,208,253,174,1343,2
3037,243,14,524,46,5901,192,250,195,4610,2
2931,84,10,0,0,841,234,224,121,1316,1
2602,226,14,361,88,816,199,252,188,1556,3
2787,7,9,691,130,2750,209,222,150,1645,2
3093,151,12,60,-6,912,236,240,132,1566,1
3074,68,5,67,3,2656,225,230,139,3108,2
2930,292,9,30,5,2525,196,239,183,484,2
2952,97,10,42,3,2227,236,226,120,711,1
2999,222,12,67,15,2874,204,252,182,417,2
2680,20,9,234,-5,713,214,221,143,1126,2
2762,151,26,85,37,1348,242,230,100,1489,2
2523,40,16,67,5,2377,220,204,115,721,6
3096,121,13,201,-12,3980,242,228,113,2768,2
3043,252,18,60,6,2240,176,249,209,492,2
3187,25,12,371,44,570,213,213,134,1695,2
3319,238,6,30,3,3642,209,245,173,1797,1
3218,110,14,90,6,4173,243,224,107,1837,1
3130,337,7,301,34,1932,204,230,165,2524,2
2890,90,12,319,22,3113,238,221,112,2268,2
3095,51,3,240,10,1400,221,232,147,1448,2
3091,152,23,120,0,3501,241,234,109,824,2
2704,33,10,175,47,2053,218,219,136,4911,2
2862,349,4,30,0,5482,213,233,158,866,2
3252,298,6,0,0,3112,204,238,173,525,1
3161,148,4,750,-33,592,226,239,148,1528,2
2973,157,11,216,36,3747,232,242,140,2185,2
3036,311,10,85,5,2774,192,233,181,2791,1
2717,18,12,30,3,2240,211,215,139,4105,2
3103,230,18,108,38,2400,189,254,197,865,2
2671,155,15,180,21,957,236,240,130,1490,2
2431,53,24,150,22,1430,226,182,77,551,3
2798,345,14,85,16,2030,191,217,164,2976,2
3189,47,15,85,0,1879,224,205,111,4484,1
3015,243,13,268,10,5772,194,250,193,1899,1
3131,79,5,300,45,3671,226,231,139,1215,1
3172,122,17,418,83,297,247,224,100,3893,2
3042,46,24,283,77,5052,219,182,85,2442,1
3289,176,14,210,30,3246,226,247,150,1369,1
2721,149,13,120,18,1869,236,239,130,1087,2
3034,47,22,258,69,5074,221,185,88,2412,1
3301,317,9,400,130,5232,195,232,176,1353,2
3128,340,18,240,24,1221,180,212,169,2832,1
3073,117,20,150,30,3100,250,217,86,2687,1
2844,346,26,108,28,1248,160,189,161,1732,1
3011,336,8,134,11,845,203,230,166,1195,2
2975,172,26,124,43,5814,227,242,130,3891,2
2830,314,15,85,10,2397,178,227,188,2345,1
2814,4,13,270,17,1617,203,215,149,2297,2
2808,306,6,180,21,2372,203,237,173,2502,2
3012,39,10,30,-3,899,221,219,132,300,1
3253,66,9,30,0,1842,229,223,127,2770,1
2897,20,8,30,2,1511,215,224,145,1959,2
3234,43,16,182,-3,1624,221,203,112,2780,1
3155,27,8,277,27,1674,217,222,141,981,1
2842,12,12,408,66,2335,208,216,144,2275,2
2527,51,13,210,26,270,226,212,118,914,2
2605,245,14,437,78,2372,192,250,195,437,3
3374,234,10,234,119,3403,203,249,183,466,1
2916,299,16,67,18,819,174,232,198,2721,1
2945,13,13,60,6,5672,207,214,142,3695,1
3118,319,10,108,14,4220,195,231,176,1276,1
3082,88,17,67,19,1630,243,210,90,3170,1
3040,342,11,234,51,2489,198,224,165,1967,2
3197,41,5,466,136,3061,220,229,145,994,1
3242,69,10,595,129,1236,231,221,122,2021,1
3328,99,11,234,43,1742,238,225,117,1889,1
2990,250,6,509,8,1879,206,245,176,1140,1
3230,352,12,524,29,1776,199,220,158,458,1
2910,67,15,30,-11,3466,234,209,103,2735,2
2988,62,10,402,13,5778,229,219,122,3771,2
3067,353,6,192,9,1218,210,230,158,1708,2
2995,74,8,402,109,2365,230,224,127,1790,2
3046,68,8,192,6,3339,229,223,127,953,2
3063,32,12,420,12,4711,217,214,131,577,2
2716,121,21,30,-17,301,250,218,86,481,5
3090,85,13,95,27,1634,238,218,109,3161,1
2846,218,25,270,65,1351,185,254,195,1566,2
3184,96,5,677,88,1489,228,233,139,2475,1
2545,96,11,30,4,511,237,225,117,2166,2
3137,129,9,492,80,630,236,235,129,1343,2
2764,82,9,228,13,2520,233,225,124,1714,2
3189,100,24,150,28,2512,251,199,61,3045,1
2468,76,10,108,14,201,233,220,118,1100,3
3221,146,19,313,-14,1026,242,234,114,2630,1
2941,5,6,0,0,2188,213,229,154,511,1
3056,87,8,371,30,4736,232,227,127,1113,1
2869,125,9,150,19,3019,236,234,128,2631,2
3186,334,21,495,20,603,166,206,176,1809,1
3040,67,7,124,1,4290,228,226,132,2554,2
3372,303,11,806,122,1024,190,235,185,2097,1
3212,43,22,417,146,1050,218,185,91,531,1
3082,106,6,60,2,892,231,232,135,1766,1
2826,25,10,277,41,2136,215,219,140,2991,1
3283,201,7,446,62,3670,217,246,164,2629,1
3154,72,6,170,0,5135,227,228,136,2830,2
3231,212,21,524,-1,2210,197,254,185,999,2
3109,82,7,210,-5,4294,230,228,132,1554,1
2972,116,18,218,27,612,248,220,95,2659,2
3081,18,16,201,51,4918,206,205,133,466,1
3238,30,9,234,25,6129,218,220,137,693,1
2949,75,5,361,45,3495,226,231,140,1681,2
3084,16,16,295,34,1172,204,204,133,108,1
3159,135,17,335,97,2240,244,230,109,1681,1
2806,67,10,404,80,1594,231,219,120,1433,2
2878,184,12,400,78,2356,223,248,156,1924,2
3191,127,12,319,70,1724,240,232,120,1621,2
3299,89,20,85,16,2322,246,204,79,2746,7
3143,158,20,738,-63,474,237,239,123,1800,2
3168,127,14,319,55,3628,243,230,113,3215,2
3075,24,11,67,9,2282,214,216,137,2259,1
2502,80,4,240,21,938,225,232,142,4706,2
3097,191,9,124,6,2101,220,247,161,677,2
2851,1,19,190,71,2205,189,201,146,633,2
3109,90,9,150,14,5543,234,226,123,1050,1
3077,198,9,607,18,301,217,248,165,1198,2
3098,260,4,30,1,2654,210,242,170,569,1
3165,90,9,421,98,3099,234,226,123,3178,1
2721,100,11,175,16,1320,238,226,118,2133,2
2912,70,5,255,64,424,225,230,140,339,2
2949,63,3,85,9,1717,222,233,146,552,1
3154,292,15,162,13,182,175,236,200,2885,2
3021,153,14,330,0,1184,237,240,130,1300,2
2946,342,3,212,69,630,213,235,159,1846,1
3232,286,9,210,77,4803,195,240,184,808,1
3061,41,22,216,39,5007,216,185,93,2669,1
2704,65,18,30,7,1348,234,201,93,2241,2
3190,31,22,543,3,1989,208,187,106,1892,1
2979,97,6,95,16,1414,230,231,135,1959,2
2971,63,13,67,-22,655,231,212,111,2249,2
3056,240,8,0,0,1674,206,247,179,1932,1
3390,281,8,242,41,2190,197,241,184,2496,7
3128,259,5,658,68,1989,208,243,173,2554,1
2855,115,18,190,65,4538,248,219,93,4879,2
2619,79,8,30,0,3493,231,225,126,2758,1
3101,64,6,182,13,4590,226,228,136,2526,2
2817,145,13,212,26,2708,238,237,127,2461,2
2596,139,4,192,6,994,227,238,146,1869,2
3340,230,11,270,29,1020,203,250,183,1651,1
2960,159,7,201,5,5160,227,241,148,2247,1
2840,339,18,201,13,722,180,212,170,1167,2
2868,122,15,127,14,2349,244,227,107,598,2
2908,143,22,247,77,3891,245,230,102,1507,2
2988,50,15,350,-9,4507,226,207,111,2289,2
3192,81,21,212,29,4926,243,197,74,1442,1
2996,84,23,268,107,5448,245,194,65,1350,2
3242,33,19,300,5,2701,213,196,112,1284,1
2972,107,5,90,5,4673,229,234,139,1798,2
2797,135,3,30,-2,1965,224,238,150,2363,2
3137,304,16,190,31,124,174,230,196,708,1
2677,202,15,270,43,2349,211,252,172,2337,3
3176,98,12,95,0,1333,239,223,113,1237,2
2739,343,8,228,85,2724,204,228,163,1261,2
2406,51,17,95,0,1418,226,202,104,600,3
2818,26,21,60,7,3764,206,191,115,2955,1
3127,157,20,124,36,4943,238,238,120,1489,1
3208,14,8,674,56,960,213,224,148,2028,1
2612,211,11,30,-6,1549,211,251,175,295,3
3201,161,10,319,26,3581,230,243,143,4417,1
2763,32,19,270,132,1302,212,194,111,2023,2
3034,102,8,531,-24,1110,234,230,128,1358,2
3305,312,13,579,30,2353,185,230,185,930,1
3008,15,9,180,5,1677,212,221,146,1319,2
2866,82,10,319,51,780,234,222,119,2713,2
3065,11,5,67,-1,3717,215,230,152,1767,2
2690,82,15,170,-27,1154,239,213,100,2233,2
2349,228,27,67,29,612,169,252,208,541,3
3201,32,10,648,88,3407,218,218,134,3608,1
3015,174,27,42,21,1855,224,242,132,268,1
3002,27,4,256,-19,1347,218,230,149,815,2
3217,29,2,216,18,5867,218,233,152,684,1
3338,41,14,182,49,5010,221,209,120,162,1
2646,212,29,170,121,1744,182,252,189,255,3
2857,283,15,150,34,2524,177,239,202,2296,1
2961,319,15,258,60,4143,179,225,185,2462,2
3145,11,13,300,27,2828,206,213,143,1020,1
2834,122,16,108,38,1519,245,226,105,1873,2
2783,84,19,0,0,859,243,203,82,2059,1
3259,152,11,433,52,1181,234,240,135,2478,2
3280,51,6,120,1,3705,223,227,139,2216,1
2827,114,10,216,40,731,238,230,122,124,5
3219,217,12,108,12,918,208,251,178,2382,2
2751,45,20,42,0,1900,221,192,97,3432,2
3065,283,13,240,-5,2230,183,240,197,1224,1
3152,8,2,67,0,5053,217,235,155,2827,1
3113,11,14,0,0,3894,205,212,142,3219,1
3117,356,11,247,15,1935,202,220,155,2650,2
3135,4,15,0,0,3770,199,210,147,1273,1
3001,183,13,0,0,5661,223,248,156,2563,1
3085,198,3,67,3,2609,218,242,160,600,1
3014,141,10,134,0,5292,235,237,132,1871,2
2958,186,15,256,-17,5115,221,250,158,1392,2
2874,307,12,0,0,1177,187,233,186,2112,1
3235,288,11,402,84,3960,189,239,190,2154,1
2298,2,19,42,6,726,190,200,144,573,3
2468,55,19,67,16,633,228,197,95,767,2
2937,206,24,190,5,973,196,253,180,618,2
3259,185,11,192,59,2885,222,248,158,212,1
3056,18,14,379,10,3072,208,210,136,256,1
3163,2,24,592,53,1121,179,186,138,1637,1
2990,163,14,228,62,990,232,243,139,1075,1
3175,297,14,342,99,2975,181,235,194,1124,1
3051,315,11,300,8,1351,192,231,180,2905,1
3194,10,15,85,18,4214,202,209,141,395,1
2919,225,1,323,128,1414,218,239,158,2491,2
3092,157,10,180,-3,1844,232,242,140,2143,2
3027,318,6,277,4,1907,204,235,169,1605,2
